filename,start,end,label
20180829/AMAR418.1.20180829T043639Z.wav,213.62,214.38,1
20180829/AMAR418.1.20180829T043639Z.wav,215.48,216.52,1
20180829/AMAR418.1.20180829T043639Z.wav,279.38,280.62,1
20180829/AMAR418.1.20180829T043639Z.wav,319.69,320.31,1
20180829/AMAR418.1.20180829T043639Z.wav,352.29,353.71,1
20180829/AMAR418.1.20180829T043639Z.wav,364.32,365.68,1
20180829/AMAR418.1.20180829T043639Z.wav,390.22,391.78,1
20180829/AMAR418.1.20180829T043639Z.wav,402.13,403.87,1
20180829/AMAR418.1.20180829T043639Z.wav,409.63,410.37,1
20180829/AMAR418.1.20180829T043639Z.wav,414.69,415.31,1
20180829/AMAR418.1.20180829T043639Z.wav,451.59,452.41,1
20180829/AMAR418.1.20180829T043639Z.wav,458.67,459.33,1
20180829/AMAR418.1.20180829T043639Z.wav,517.63,518.37,1
20180829/AMAR418.1.20180829T043639Z.wav,536.1,537.9,1
20180829/AMAR418.1.20180829T043639Z.wav,613.8,614.2,1
20180829/AMAR418.1.20180829T043639Z.wav,617.71,618.29,1
20180829/AMAR418.1.20180829T043639Z.wav,629.05,630.95,1
20180829/AMAR418.1.20180829T043639Z.wav,638.48,639.52,1
20180829/AMAR418.1.20180829T043639Z.wav,638.78,639.22,1
20180829/AMAR418.1.20180829T043639Z.wav,652.16,653.84,1
20180829/AMAR418.1.20180829T043639Z.wav,654.79,655.21,1
20180829/AMAR418.1.20180829T043639Z.wav,680.06,681.94,1
20180829/AMAR418.1.20180829T043639Z.wav,686.3,687.7,1
20180829/AMAR418.1.20180829T043639Z.wav,690.7,691.3,1
20180829/AMAR418.1.20180829T043639Z.wav,705.62,706.38,1
20180829/AMAR418.1.20180829T043639Z.wav,717.68,718.32,1
20180829/AMAR418.1.20180829T043639Z.wav,741.82,742.18,1
20180829/AMAR418.1.20180829T043639Z.wav,764.62,765.38,1
20180829/AMAR418.1.20180829T043639Z.wav,768.61,769.39,1
20180829/AMAR418.1.20180829T043639Z.wav,783.8,784.2,1
20180829/AMAR418.1.20180829T043639Z.wav,791.53,792.47,1
20180829/AMAR418.1.20180829T043639Z.wav,793.82,794.18,1
20180829/AMAR418.1.20180829T043639Z.wav,821.55,822.45,1
20180829/AMAR418.1.20180829T043639Z.wav,824.69,825.31,1
20180829/AMAR418.1.20180829T043639Z.wav,840.54,841.46,1
20180829/AMAR418.1.20180829T043639Z.wav,859.37,860.63,1
20180829/AMAR418.1.20180829T043639Z.wav,875.32,876.68,1
20180829/AMAR418.1.20180829T043639Z.wav,893.66,894.34,1
20180829/AMAR418.1.20180829T043639Z.wav,903.81,904.19,1
20180829/AMAR418.1.20180829T043639Z.wav,918.4,919.6,1
20180829/AMAR418.1.20180829T043639Z.wav,924.21,925.79,1
20180829/AMAR418.1.20180829T043639Z.wav,930.55,931.45,1
20180829/AMAR418.1.20180829T043639Z.wav,961.58,962.42,1
20180829/AMAR418.1.20180829T043639Z.wav,1002.52,1003.48,1
20180829/AMAR418.1.20180829T043639Z.wav,1107.74,1108.26,1
20180829/AMAR418.1.20180829T050639Z.wav,459.26,460.74,1
20180829/AMAR418.1.20180829T050639Z.wav,482.57,483.43,1
20180829/AMAR418.1.20180829T050639Z.wav,495.78,496.22,1
20180829/AMAR418.1.20180829T050639Z.wav,515.63,516.37,1
20180829/AMAR418.1.20180829T050639Z.wav,581.57,582.43,1
20180829/AMAR418.1.20180829T050639Z.wav,625.5,626.5,1
20180829/AMAR418.1.20180829T050639Z.wav,695.53,696.47,1
20180829/AMAR418.1.20180829T050639Z.wav,700.6,701.4,1
20180829/AMAR418.1.20180829T050639Z.wav,728.52,729.48,1
20180829/AMAR418.1.20180829T050639Z.wav,736.49,737.51,1
20180829/AMAR418.1.20180829T050639Z.wav,736.78,737.22,1
20180829/AMAR418.1.20180829T050639Z.wav,737.96,740.04,1
20180829/AMAR418.1.20180829T050639Z.wav,741.17,742.83,1
20180829/AMAR418.1.20180829T050639Z.wav,741.95,744.05,1
20180829/AMAR418.1.20180829T050639Z.wav,758.0,760.0,1
20180829/AMAR418.1.20180829T050639Z.wav,761.53,762.47,1
20180829/AMAR418.1.20180829T050639Z.wav,775.69,776.31,1
20180829/AMAR418.1.20180829T050639Z.wav,783.59,784.41,1
20180829/AMAR418.1.20180829T050639Z.wav,785.17,786.83,1
20180829/AMAR418.1.20180829T050639Z.wav,797.62,798.38,1
20180829/AMAR418.1.20180829T050639Z.wav,803.68,804.32,1
20180829/AMAR418.1.20180829T050639Z.wav,804.6,805.4,1
20180829/AMAR418.1.20180829T050639Z.wav,806.55,807.45,1
20180829/AMAR418.1.20180829T050639Z.wav,807.57,808.43,1
20180829/AMAR418.1.20180829T050639Z.wav,817.7,818.3,1
20180829/AMAR418.1.20180829T050639Z.wav,887.64,888.36,1
20180829/AMAR418.1.20180829T050639Z.wav,890.4,891.6,1
20180829/AMAR418.1.20180829T050639Z.wav,892.62,893.38,1
20180829/AMAR418.1.20180829T050639Z.wav,897.48,898.52,1
20180829/AMAR418.1.20180829T050639Z.wav,932.53,933.47,1
20180829/AMAR418.1.20180829T050639Z.wav,939.8,940.2,1
20180829/AMAR418.1.20180829T050639Z.wav,941.52,942.48,1
20180829/AMAR418.1.20180829T050639Z.wav,947.65,948.35,1
20180829/AMAR418.1.20180829T050639Z.wav,993.6,994.4,1
20180829/AMAR418.1.20180829T050639Z.wav,1006.39,1007.61,1
20180829/AMAR418.1.20180829T050639Z.wav,1006.8,1007.2,1
20180829/AMAR418.1.20180829T050639Z.wav,1023.71,1024.29,1
20180829/AMAR418.1.20180829T050639Z.wav,1028.47,1029.53,1
20180829/AMAR418.1.20180829T050639Z.wav,1040.71,1041.29,1
20180829/AMAR418.1.20180829T050639Z.wav,1041.64,1042.36,1
20180829/AMAR418.1.20180829T050639Z.wav,1048.55,1049.45,1
20180829/AMAR418.1.20180829T050639Z.wav,1058.53,1059.47,1
20180829/AMAR418.1.20180829T050639Z.wav,1064.45,1065.55,1
20180829/AMAR418.1.20180829T050639Z.wav,1066.39,1067.61,1
20180829/AMAR418.1.20180829T050639Z.wav,1083.61,1084.39,1
20180829/AMAR418.1.20180829T050639Z.wav,1089.36,1090.64,1
20180829/AMAR418.1.20180829T050639Z.wav,1093.81,1094.19,1
20180829/AMAR418.1.20180829T050639Z.wav,1096.55,1097.45,1
20180829/AMAR418.1.20180829T050639Z.wav,1097.45,1098.55,1
20180829/AMAR418.1.20180829T050639Z.wav,1099.33,1100.67,1
20180829/AMAR418.1.20180829T050639Z.wav,1104.53,1105.47,1
20180829/AMAR418.1.20180829T050639Z.wav,1107.52,1108.48,1
20180829/AMAR418.1.20180829T050639Z.wav,1124.01,1125.99,1
20180829/AMAR418.1.20180829T050639Z.wav,1125.66,1126.34,1
20180829/AMAR418.1.20180829T050639Z.wav,1129.79,1130.21,1
20180829/AMAR418.1.20180829T050639Z.wav,1138.54,1139.46,1
20180829/AMAR418.1.20180829T050639Z.wav,1141.52,1142.48,1
20180829/AMAR418.1.20180829T050639Z.wav,1161.43,1162.57,1
20180829/AMAR418.1.20180829T050639Z.wav,1170.57,1171.43,1
20180829/AMAR418.1.20180829T050639Z.wav,1191.45,1192.55,1
20180829/AMAR418.1.20180829T050639Z.wav,1242.65,1243.35,1
20180829/AMAR418.1.20180829T050639Z.wav,1243.63,1244.37,1
20180829/AMAR418.1.20180829T050639Z.wav,1263.51,1264.49,1
20180829/AMAR418.1.20180829T050639Z.wav,1287.49,1288.51,1
20180829/AMAR418.1.20180829T050639Z.wav,1336.14,1337.86,1
20180829/AMAR418.1.20180829T050639Z.wav,1342.52,1343.48,1
20180829/AMAR418.1.20180829T050639Z.wav,1346.72,1347.28,1
20180829/AMAR418.1.20180829T050639Z.wav,1357.6,1358.4,1
20180829/AMAR418.1.20180829T050639Z.wav,1359.61,1360.39,1
20180829/AMAR418.1.20180829T050639Z.wav,1377.55,1378.45,1
20180829/AMAR418.1.20180829T050639Z.wav,1379.78,1380.22,1
20180829/AMAR418.1.20180829T050639Z.wav,1445.63,1446.37,1
20180829/AMAR418.1.20180829T050639Z.wav,1448.7,1449.3,1
20180829/AMAR418.1.20180829T050639Z.wav,1451.41,1452.59,1
20180829/AMAR418.1.20180829T050639Z.wav,1451.68,1452.32,1
20180829/AMAR418.1.20180829T050639Z.wav,1462.68,1463.32,1
20180829/AMAR418.1.20180829T050639Z.wav,1464.72,1465.28,1
20180829/AMAR418.1.20180829T050639Z.wav,1465.33,1466.67,1
20180829/AMAR418.1.20180829T050639Z.wav,1466.74,1467.26,1
20180829/AMAR418.1.20180829T050639Z.wav,1467.54,1468.46,1
20180829/AMAR418.1.20180829T050639Z.wav,1470.78,1471.22,1
20180829/AMAR418.1.20180829T050639Z.wav,1479.7,1480.3,1
20180829/AMAR418.1.20180829T050639Z.wav,1483.71,1484.29,1
20180829/AMAR418.1.20180829T050639Z.wav,1498.75,1499.25,1
20180829/AMAR418.1.20180829T050639Z.wav,1519.3,1520.7,1
20180829/AMAR418.1.20180829T050639Z.wav,1567.74,1568.26,1
20180829/AMAR418.1.20180829T050639Z.wav,1568.69,1569.31,1
